"","Treatment","Location","Col","Row","plot","Block","RIL","DAYS_TILL_BUDDING","GDD_TILL_BUDDING"
"423","SD","IV",46,15,474,2,"RIL90",129,1164.60187712715
"424","SD","IV",25,6,131,1,"RIL91",182,1757.18758378496
"425","SD","IV",22,16,352,2,"RIL91",195,1927.865626113
"426","SD","IV",2,2,4,1,"RIL92",195,1927.865626113
"427","SD","IV",33,19,415,2,"RIL92",195,1927.865626113
"428","SD","IV",33,8,175,1,"RIL93",174,1662.20823905561
"429","SD","IV",42,15,448,2,"RIL93",182,1757.18758378496
"430","SD","IV",34,9,178,1,"RIL94",182,1757.18758378496
"431","SD","IV",42,14,446,2,"RIL94",182,1757.18758378496
"432","SD","IV",30,8,146,1,"RIL95",195,1927.865626113
"433","SD","IV",14,15,314,2,"RIL95",174,1662.20823905561
"434","SD","IV",46,10,222,1,"RIL96",195,1927.865626113
"435","SD","IV",18,2,84,1,"RIL97",195,1927.865626113
"436","SD","IV",41,16,449,2,"RIL97",174,1662.20823905561
"437","SD","IV",45,2,237,1,"RIL98",174,1662.20823905561
"438","SD","IV",14,13,318,2,"RIL98",195,1927.865626113
"439","SD","IV",33,3,165,1,"RIL99",157,1470.45901998429
"440","SD","IV",26,15,368,2,"RIL99",182,1757.18758378496
"441","SD","IV",18,1,82,1,"Arm",195,1927.865626113
"442","SD","IV",42,13,444,2,"Arm",195,1927.865626113
"443","SD","IV",26,18,374,2,"RIL1",182,1757.18758378496
"444","SD","IV",21,7,107,1,"RIL109",195,1927.865626113
"445","SD","IV",26,1,122,1,"RIL110",195,1927.865626113
"446","SD","IV",26,19,376,2,"RIL110",195,1927.865626113
"447","SD","IV",25,17,371,2,"RIL120",182,1757.18758378496
"448","SD","IV",42,10,220,1,"RIL123",195,1927.865626113
"449","SD","IV",18,15,328,2,"RIL127",195,1927.865626113
"450","SD","IV",14,3,76,1,"RIL144",195,1927.865626113
"451","SD","IV",25,10,139,1,"RIL153",182,1757.18758378496
"452","SD","IV",18,16,330,2,"RIL153",182,1757.18758378496
"453","SD","IV",13,5,71,1,"RIL160",195,1927.865626113
"454","SD","IV",6,17,270,2,"RIL160",182,1757.18758378496
"455","SD","IV",14,4,74,1,"RIL166",195,1927.865626113
"456","SD","IV",33,17,411,2,"RIL166",195,1927.865626113
"457","SD","IV",25,18,373,2,"RIL192",182,1757.18758378496
"458","SD","IV",30,4,154,1,"RIL199",195,1927.865626113
"459","SD","IV",22,7,108,1,"RIL202",182,1757.18758378496
"460","SD","IV",6,19,266,2,"RIL202",195,1927.865626113
"461","SD","IV",9,14,285,2,"RIL203",182,1757.18758378496
"462","SD","IV",10,21,300,2,"RIL208",182,1757.18758378496
"463","SD","IV",14,10,62,1,"RIL223",195,1927.865626113
"464","SD","IV",34,19,416,2,"RIL229",195,1927.865626113
"465","SD","IV",30,2,158,1,"RIL27",195,1927.865626113
"466","SD","IV",46,14,476,2,"RIL27",195,1927.865626113
"467","SD","IV",26,4,128,1,"RIL35",195,1927.865626113
"468","SD","IV",42,4,208,1,"RIL5",182,1757.18758378496
"469","SD","IV",1,14,245,2,"RIL5",182,1757.18758378496
"470","SD","IV",26,17,372,2,"RIL55",195,1927.865626113
"471","SD","IV",26,5,130,1,"RIL58",195,1927.865626113
"472","SD","IV",10,9,58,1,"RIL6",195,1927.865626113
"473","SD","IV",26,6,132,1,"RIL67",182,1757.18758378496
"474","SD","IV",30,16,392,2,"RIL67",182,1757.18758378496
"475","SD","IV",26,10,140,1,"RIL76",182,1757.18758378496
"476","SD","IV",22,13,358,2,"RIL96",195,1927.865626113
